gene	module
ENSG00000121060	ME18
ENSG00000121064	ME4
ENSG00000121067	ME1
ENSG00000121068	ME0
ENSG00000121073	ME14
ENSG00000121075	ME0
ENSG00000121101	ME1
ENSG00000121104	ME1
ENSG00000121152	ME13
ENSG00000121207	ME0
ENSG00000121210	ME3
ENSG00000121211	ME13
ENSG00000121236	ME4
ENSG00000121270	ME0
ENSG00000121274	ME1
ENSG00000121281	ME1
ENSG00000121289	ME1
ENSG00000121297	ME4
ENSG00000121310	ME9
ENSG00000121316	ME4
ENSG00000121318	ME1
ENSG00000121350	ME1
ENSG00000121351	ME0
ENSG00000121380	ME18
ENSG00000121390	ME5
ENSG00000121406	ME5
ENSG00000121410	ME0
ENSG00000121413	ME0
ENSG00000121417	ME1
ENSG00000121440	ME0
ENSG00000121446	ME0
ENSG00000121454	ME1
ENSG00000121481	ME1
ENSG00000121486	ME1
ENSG00000121542	ME5
ENSG00000121552	ME4
ENSG00000121570	ME34
ENSG00000121577	ME0
ENSG00000121578	ME23
ENSG00000121579	ME1
ENSG00000121594	ME29
ENSG00000121621	ME27
ENSG00000121644	ME1
ENSG00000121653	ME6
ENSG00000121671	ME6
ENSG00000121680	ME22
ENSG00000121690	ME1
ENSG00000121691	ME1
ENSG00000121716	ME1
ENSG00000121741	ME1
ENSG00000121742	ME2
ENSG00000121743	ME0
ENSG00000121749	ME1
ENSG00000121753	ME0
ENSG00000121766	ME0
ENSG00000121769	ME3
ENSG00000121774	ME0
ENSG00000121775	ME1
ENSG00000121797	ME21
ENSG00000121807	ME5
ENSG00000121851	ME1
ENSG00000121858	ME24
ENSG00000121864	ME2
ENSG00000121879	ME2
ENSG00000121892	ME28
ENSG00000121895	ME0
ENSG00000121897	ME1
ENSG00000121898	ME15
ENSG00000121903	ME1
ENSG00000121904	ME0
ENSG00000121905	ME0
ENSG00000121931	ME1
ENSG00000121933	ME23
ENSG00000121940	ME1
ENSG00000121957	ME7
ENSG00000121964	ME0
ENSG00000121966	ME6
ENSG00000121988	ME0
ENSG00000121989	ME1
ENSG00000122008	ME2
ENSG00000122012	ME0
ENSG00000122025	ME23
ENSG00000122026	ME8
ENSG00000122033	ME1
ENSG00000122034	ME1
ENSG00000122035	ME10
ENSG00000122042	ME2
ENSG00000122043	ME12
ENSG00000122068	ME1
ENSG00000122085	ME17
ENSG00000122121	ME12
ENSG00000122122	ME3
ENSG00000122126	ME1
ENSG00000122133	ME0
ENSG00000122140	ME14
ENSG00000122188	ME3
ENSG00000122194	ME1
ENSG00000122203	ME10
ENSG00000122218	ME14
ENSG00000122223	ME1
ENSG00000122224	ME1
ENSG00000122254	ME0
ENSG00000122257	ME1
ENSG00000122299	ME1
ENSG00000122335	ME0
ENSG00000122359	ME5
ENSG00000122367	ME0
ENSG00000122376	ME1
ENSG00000122378	ME1
ENSG00000122386	ME5
ENSG00000122390	ME3
ENSG00000122406	ME8
ENSG00000122417	ME3
ENSG00000122432	ME4
ENSG00000122435	ME1
ENSG00000122477	ME1
ENSG00000122481	ME35
ENSG00000122482	ME1
ENSG00000122483	ME2
ENSG00000122484	ME0
ENSG00000122490	ME1
ENSG00000122507	ME3
ENSG00000122512	ME0
ENSG00000122515	ME1
ENSG00000122543	ME2
ENSG00000122545	ME1
ENSG00000122547	ME3
ENSG00000122548	ME0
ENSG00000122550	ME0
ENSG00000122557	ME1
ENSG00000122565	ME29
ENSG00000122566	ME1
ENSG00000122574	ME0
ENSG00000122591	ME1
ENSG00000122592	ME0
ENSG00000122641	ME1
ENSG00000122642	ME8
ENSG00000122643	ME18
ENSG00000122644	ME10
ENSG00000122674	ME1
ENSG00000122678	ME1
ENSG00000122687	ME2
ENSG00000122691	ME0
ENSG00000122692	ME1
ENSG00000122694	ME5
ENSG00000122696	ME6
ENSG00000122705	ME19
ENSG00000122707	ME1
ENSG00000122728	ME0
ENSG00000122729	ME1
ENSG00000122733	ME0
ENSG00000122735	ME0
ENSG00000122741	ME1
ENSG00000122778	ME2
ENSG00000122779	ME29
ENSG00000122783	ME0
ENSG00000122786	ME2
ENSG00000122787	ME0
ENSG00000122824	ME2
ENSG00000122861	ME1
ENSG00000122862	ME21
ENSG00000122863	ME3
ENSG00000122870	ME5
ENSG00000122873	ME1
ENSG00000122877	ME4
ENSG00000122882	ME1
ENSG00000122884	ME6
ENSG00000122912	ME1
ENSG00000122952	ME13
ENSG00000122958	ME1
ENSG00000122965	ME5
ENSG00000122966	ME13
ENSG00000122970	ME2
ENSG00000122971	ME0
ENSG00000122986	ME1
ENSG00000123064	ME22
ENSG00000123066	ME1
ENSG00000123080	ME13
ENSG00000123091	ME1
ENSG00000123094	ME2
ENSG00000123095	ME7
ENSG00000123096	ME7
ENSG00000123104	ME0
ENSG00000123106	ME2
ENSG00000123119	ME0
ENSG00000123124	ME9
ENSG00000123130	ME1
ENSG00000123131	ME7
ENSG00000123136	ME1
ENSG00000123143	ME28
ENSG00000123144	ME8
ENSG00000123146	ME27
ENSG00000123154	ME0
ENSG00000123159	ME3
ENSG00000123178	ME0
ENSG00000123179	ME7
ENSG00000123191	ME0
ENSG00000123200	ME1
ENSG00000123213	ME4
ENSG00000123219	ME3
ENSG00000123240	ME5
ENSG00000123243	ME0
ENSG00000123268	ME1
ENSG00000123297	ME2
ENSG00000123329	ME3
ENSG00000123338	ME4
ENSG00000123342	ME1
ENSG00000123349	ME13
ENSG00000123352	ME7
ENSG00000123353	ME1
ENSG00000123358	ME16
ENSG00000123360	ME1
ENSG00000123374	ME1
ENSG00000123384	ME4
ENSG00000123395	ME10
ENSG00000123405	ME5
ENSG00000123411	ME1
ENSG00000123415	ME1
ENSG00000123416	ME13
ENSG00000123427	ME2
ENSG00000123444	ME2
ENSG00000123453	ME17
ENSG00000123454	ME2
ENSG00000123472	ME1
ENSG00000123473	ME19
ENSG00000123485	ME13
ENSG00000123500	ME0
ENSG00000123505	ME6
ENSG00000123545	ME2
ENSG00000123552	ME1
ENSG00000123562	ME6
ENSG00000123569	ME5
ENSG00000123570	ME1
ENSG00000123572	ME2
ENSG00000123575	ME1
ENSG00000123595	ME23
ENSG00000123600	ME1
ENSG00000123607	ME2
ENSG00000123609	ME24
ENSG00000123610	ME4
ENSG00000123612	ME20
ENSG00000123636	ME7
ENSG00000123643	ME4
ENSG00000123684	ME2
ENSG00000123685	ME5
ENSG00000123689	ME21
ENSG00000123700	ME4
ENSG00000123728	ME1
ENSG00000123737	ME1
ENSG00000123739	ME1
ENSG00000123810	ME6
ENSG00000123815	ME1
ENSG00000123836	ME1
ENSG00000123843	ME1
ENSG00000123892	ME12
ENSG00000123901	ME29
ENSG00000123908	ME1
ENSG00000123933	ME1
ENSG00000123975	ME27
ENSG00000123977	ME0
ENSG00000123983	ME1
ENSG00000123989	ME7
ENSG00000123992	ME1
ENSG00000124006	ME0
ENSG00000124019	ME1
ENSG00000124067	ME2
ENSG00000124074	ME1
ENSG00000124092	ME0
ENSG00000124098	ME1
ENSG00000124103	ME1
ENSG00000124104	ME5
ENSG00000124107	ME4
ENSG00000124116	ME0
ENSG00000124120	ME0
ENSG00000124126	ME1
ENSG00000124134	ME0
ENSG00000124140	ME0
ENSG00000124145	ME1
ENSG00000124151	ME33
ENSG00000124155	ME32
ENSG00000124160	ME2
ENSG00000124164	ME2
ENSG00000124171	ME2
ENSG00000124172	ME1
ENSG00000124177	ME1
ENSG00000124181	ME9
ENSG00000124191	ME2
ENSG00000124193	ME1
ENSG00000124194	ME0
ENSG00000124196	ME2
ENSG00000124198	ME1
ENSG00000124201	ME38
ENSG00000124203	ME1
ENSG00000124205	ME0
ENSG00000124207	ME2
ENSG00000124209	ME1
ENSG00000124212	ME0
ENSG00000124214	ME1
ENSG00000124215	ME6
ENSG00000124216	ME16
ENSG00000124217	ME6
ENSG00000124222	ME9
ENSG00000124225	ME1
ENSG00000124226	ME1
ENSG00000124228	ME1
ENSG00000124243	ME3
ENSG00000124251	ME0
ENSG00000124253	ME0
ENSG00000124256	ME18
ENSG00000124257	ME0
ENSG00000124260	ME0
ENSG00000124275	ME2
ENSG00000124279	ME2
ENSG00000124299	ME5
ENSG00000124313	ME4
ENSG00000124333	ME2
ENSG00000124334	ME1
ENSG00000124343	ME1
ENSG00000124356	ME1
ENSG00000124357	ME24
ENSG00000124370	ME6
ENSG00000124374	ME1
ENSG00000124380	ME1
ENSG00000124383	ME2
ENSG00000124391	ME0
ENSG00000124406	ME5
ENSG00000124422	ME1
ENSG00000124429	ME0
ENSG00000124440	ME0
ENSG00000124444	ME0
ENSG00000124459	ME1
ENSG00000124466	ME6
ENSG00000124469	ME0
ENSG00000124486	ME1
ENSG00000124491	ME4
ENSG00000124493	ME0
ENSG00000124496	ME1
ENSG00000124507	ME0
ENSG00000124508	ME1
ENSG00000124523	ME1
ENSG00000124532	ME1
ENSG00000124535	ME3
ENSG00000124541	ME0
ENSG00000124557	ME7
ENSG00000124562	ME14
ENSG00000124564	ME12
ENSG00000124570	ME0
ENSG00000124571	ME0
ENSG00000124574	ME3
ENSG00000124575	ME8
ENSG00000124587	ME1
ENSG00000124588	ME5
ENSG00000124593	ME0
ENSG00000124596	ME1
ENSG00000124602	ME3
ENSG00000124608	ME3
ENSG00000124613	ME1
ENSG00000124614	ME8
ENSG00000124615	ME3
ENSG00000124635	ME15
ENSG00000124641	ME0
ENSG00000124657	ME9
ENSG00000124659	ME10
ENSG00000124664	ME1
ENSG00000124688	ME1
ENSG00000124702	ME1
ENSG00000124713	ME1
ENSG00000124721	ME29
ENSG00000124731	ME4
ENSG00000124733	ME2
ENSG00000124743	ME1
ENSG00000124762	ME6
ENSG00000124766	ME29
ENSG00000124767	ME0
ENSG00000124772	ME1
ENSG00000124780	ME0
ENSG00000124782	ME1
ENSG00000124783	ME7
ENSG00000124784	ME1
ENSG00000124785	ME0
ENSG00000124786	ME1
ENSG00000124787	ME1
ENSG00000124788	ME1
ENSG00000124789	ME1
ENSG00000124795	ME1
ENSG00000124802	ME0
ENSG00000124813	ME26
ENSG00000124831	ME3
ENSG00000124839	ME0
ENSG00000124875	ME3
ENSG00000124882	ME21
ENSG00000124920	ME0
ENSG00000124942	ME2
ENSG00000125037	ME1
ENSG00000125046	ME0
ENSG00000125084	ME0
ENSG00000125089	ME1
ENSG00000125107	ME0
ENSG00000125122	ME0
ENSG00000125124	ME5
ENSG00000125144	ME0
ENSG00000125148	ME8
ENSG00000125149	ME3
ENSG00000125166	ME6
ENSG00000125170	ME0
ENSG00000125207	ME0
ENSG00000125245	ME1
ENSG00000125246	ME3
ENSG00000125247	ME0
ENSG00000125249	ME1
ENSG00000125255	ME1
ENSG00000125257	ME0
ENSG00000125266	ME6
ENSG00000125304	ME3
ENSG00000125319	ME1
ENSG00000125337	ME1
ENSG00000125347	ME2
ENSG00000125351	ME1
ENSG00000125352	ME10
ENSG00000125354	ME1
ENSG00000125355	ME8
ENSG00000125356	ME5
ENSG00000125375	ME2
ENSG00000125378	ME5
ENSG00000125384	ME4
ENSG00000125386	ME0
ENSG00000125388	ME0
ENSG00000125398	ME1
ENSG00000125409	ME0
ENSG00000125430	ME1
ENSG00000125434	ME1
ENSG00000125445	ME0
ENSG00000125447	ME5
ENSG00000125449	ME1
ENSG00000125450	ME17
ENSG00000125454	ME35
ENSG00000125457	ME2
ENSG00000125458	ME1
ENSG00000125459	ME4
ENSG00000125462	ME0
ENSG00000125482	ME1
ENSG00000125484	ME1
ENSG00000125485	ME5
ENSG00000125498	ME0
ENSG00000125503	ME0
ENSG00000125505	ME5
ENSG00000125508	ME0
ENSG00000125510	ME2
ENSG00000125520	ME0
ENSG00000125522	ME0
ENSG00000125531	ME11
ENSG00000125534	ME22
ENSG00000125538	ME21
ENSG00000125551	ME0
ENSG00000125611	ME5
ENSG00000125618	ME0
ENSG00000125629	ME4
ENSG00000125630	ME0
ENSG00000125633	ME1
ENSG00000125637	ME1
ENSG00000125648	ME1
ENSG00000125650	ME1
ENSG00000125651	ME6
ENSG00000125652	ME0
ENSG00000125656	ME1
ENSG00000125657	ME10
ENSG00000125675	ME0
ENSG00000125676	ME0
ENSG00000125686	ME2
ENSG00000125691	ME8
ENSG00000125695	ME0
ENSG00000125703	ME1
ENSG00000125726	ME29
ENSG00000125730	ME0
ENSG00000125731	ME1
ENSG00000125733	ME3
ENSG00000125734	ME1
ENSG00000125735	ME6
ENSG00000125740	ME10
ENSG00000125741	ME0
ENSG00000125743	ME1
ENSG00000125744	ME0
ENSG00000125746	ME1
ENSG00000125753	ME3
ENSG00000125755	ME8
ENSG00000125772	ME1
ENSG00000125775	ME0
ENSG00000125779	ME2
ENSG00000125780	ME0
ENSG00000125787	ME0
ENSG00000125804	ME0
ENSG00000125810	ME4
ENSG00000125812	ME6
ENSG00000125813	ME0
ENSG00000125814	ME6
ENSG00000125817	ME28
ENSG00000125818	ME0
ENSG00000125820	ME0
ENSG00000125821	ME20
ENSG00000125823	ME0
ENSG00000125826	ME24
ENSG00000125827	ME0
ENSG00000125834	ME1
ENSG00000125835	ME1
ENSG00000125841	ME0
ENSG00000125843	ME3
ENSG00000125844	ME9
ENSG00000125845	ME1
ENSG00000125846	ME1
ENSG00000125848	ME0
ENSG00000125851	ME0
ENSG00000125863	ME1
ENSG00000125864	ME5
ENSG00000125868	ME0
ENSG00000125869	ME1
ENSG00000125870	ME14
ENSG00000125871	ME2
ENSG00000125875	ME0
ENSG00000125877	ME1
ENSG00000125885	ME1
ENSG00000125895	ME0
ENSG00000125898	ME4
ENSG00000125900	ME4
ENSG00000125901	ME5
ENSG00000125910	ME28
ENSG00000125912	ME1
ENSG00000125931	ME0
ENSG00000125944	ME37
ENSG00000125945	ME0
ENSG00000125952	ME2
ENSG00000125954	ME0
ENSG00000125962	ME2
ENSG00000125966	ME0
ENSG00000125967	ME0
ENSG00000125968	ME16
ENSG00000125970	ME3
ENSG00000125971	ME2
ENSG00000125977	ME1
ENSG00000125991	ME8
ENSG00000125995	ME2
ENSG00000125999	ME0
ENSG00000126001	ME1
ENSG00000126003	ME12
ENSG00000126005	ME3
ENSG00000126010	ME1
ENSG00000126012	ME1
ENSG00000126016	ME1
ENSG00000126062	ME6
ENSG00000126067	ME19
ENSG00000126070	ME7
ENSG00000126088	ME17
ENSG00000126091	ME4
ENSG00000126106	ME2
ENSG00000126107	ME1
ENSG00000126214	ME0
ENSG00000126215	ME13
ENSG00000126216	ME2
ENSG00000126217	ME9
ENSG00000126226	ME1
ENSG00000126231	ME0
ENSG00000126243	ME1
ENSG00000126246	ME1
ENSG00000126247	ME5
ENSG00000126249	ME1
ENSG00000126251	ME4
ENSG00000126254	ME1
ENSG00000126259	ME0
ENSG00000126261	ME0
ENSG00000126262	ME4
ENSG00000126264	ME5
ENSG00000126266	ME1
ENSG00000126267	ME5
ENSG00000126351	ME0
ENSG00000126353	ME17
ENSG00000126368	ME0
ENSG00000126391	ME1
ENSG00000126432	ME5
ENSG00000126453	ME2
ENSG00000126456	ME1
ENSG00000126457	ME1
ENSG00000126458	ME5
ENSG00000126460	ME1
ENSG00000126461	ME2
ENSG00000126464	ME2
ENSG00000126467	ME0
ENSG00000126522	ME2
ENSG00000126524	ME1
ENSG00000126545	ME0
ENSG00000126550	ME0
ENSG00000126561	ME1
ENSG00000126562	ME0
ENSG00000126581	ME1
ENSG00000126583	ME0
ENSG00000126602	ME9
ENSG00000126603	ME3
ENSG00000126653	ME1
ENSG00000126698	ME1
ENSG00000126705	ME0
ENSG00000126709	ME18
ENSG00000126733	ME0
ENSG00000126746	ME1
ENSG00000126749	ME0
ENSG00000126756	ME8
ENSG00000126759	ME4
ENSG00000126767	ME1
ENSG00000126768	ME8
ENSG00000126773	ME1
ENSG00000126775	ME1
ENSG00000126777	ME1
ENSG00000126778	ME0
ENSG00000126785	ME0
ENSG00000126787	ME13
ENSG00000126790	ME1
ENSG00000126803	ME10
ENSG00000126804	ME6
ENSG00000126814	ME0
ENSG00000126821	ME3
ENSG00000126822	ME12
ENSG00000126838	ME0
ENSG00000126856	ME1
ENSG00000126858	ME2
ENSG00000126860	ME2
ENSG00000126861	ME0
ENSG00000126870	ME0
ENSG00000126878	ME0
ENSG00000126882	ME10
ENSG00000126883	ME1
ENSG00000126890	ME0
ENSG00000126895	ME0
ENSG00000126903	ME16
ENSG00000126934	ME1
ENSG00000126945	ME1
ENSG00000126947	ME0
ENSG00000126950	ME0
ENSG00000126952	ME0
ENSG00000126953	ME1
ENSG00000126970	ME3
ENSG00000127022	ME2
ENSG00000127054	ME1
ENSG00000127074	ME32
ENSG00000127080	ME1
ENSG00000127081	ME1
ENSG00000127084	ME1
ENSG00000127124	ME3
ENSG00000127125	ME2
ENSG00000127129	ME1
ENSG00000127152	ME9
ENSG00000127184	ME1
ENSG00000127191	ME0
ENSG00000127220	ME5
ENSG00000127241	ME0
ENSG00000127249	ME0
ENSG00000127311	ME1
ENSG00000127314	ME1
ENSG00000127325	ME0
ENSG00000127328	ME0
ENSG00000127329	ME0
ENSG00000127334	ME2
ENSG00000127337	ME0
ENSG00000127362	ME1
ENSG00000127364	ME32
ENSG00000127366	ME1
ENSG00000127377	ME0
ENSG00000127399	ME1
ENSG00000127415	ME0
ENSG00000127418	ME1
ENSG00000127419	ME0
ENSG00000127423	ME0
ENSG00000127445	ME28
ENSG00000127452	ME1
ENSG00000127463	ME2
ENSG00000127481	ME1
ENSG00000127483	ME1
ENSG00000127507	ME4
ENSG00000127511	ME14
ENSG00000127526	ME1
ENSG00000127527	ME1
ENSG00000127528	ME10
ENSG00000127530	ME0
ENSG00000127533	ME2
ENSG00000127540	ME5
ENSG00000127554	ME14
ENSG00000127561	ME1
ENSG00000127564	ME13
ENSG00000127578	ME0
ENSG00000127580	ME22
ENSG00000127585	ME0
ENSG00000127586	ME4
ENSG00000127603	ME3
ENSG00000127616	ME2
ENSG00000127663	ME33
ENSG00000127666	ME16
ENSG00000127720	ME3
ENSG00000127774	ME1
ENSG00000127804	ME1
ENSG00000127824	ME10
ENSG00000127831	ME2
ENSG00000127837	ME1
ENSG00000127838	ME4
ENSG00000127863	ME0
ENSG00000127870	ME1
ENSG00000127884	ME2
ENSG00000127903	ME0
ENSG00000127914	ME35
ENSG00000127920	ME15
ENSG00000127922	ME1
ENSG00000127928	ME0
ENSG00000127946	ME5
ENSG00000127947	ME4
ENSG00000127948	ME1
ENSG00000127951	ME5
ENSG00000127952	ME2
ENSG00000127954	ME5
ENSG00000127955	ME0
ENSG00000127980	ME16
ENSG00000127989	ME2
ENSG00000127990	ME0
ENSG00000127993	ME2
ENSG00000127995	ME9
ENSG00000128000	ME1
ENSG00000128011	ME28
ENSG00000128016	ME16
ENSG00000128039	ME1
ENSG00000128040	ME2
ENSG00000128045	ME10
ENSG00000128050	ME19
ENSG00000128052	ME0
ENSG00000128059	ME0
ENSG00000128159	ME0
ENSG00000128165	ME19
ENSG00000128185	ME1
ENSG00000128191	ME4
ENSG00000128203	ME1
ENSG00000128218	ME1
ENSG00000128228	ME7
ENSG00000128242	ME2
ENSG00000128245	ME3
ENSG00000128253	ME7
ENSG00000128254	ME0
ENSG00000128266	ME1
ENSG00000128268	ME9
ENSG00000128271	ME2
ENSG00000128272	ME6
ENSG00000128274	ME3
ENSG00000128283	ME4
ENSG00000128284	ME9
ENSG00000128285	ME0
ENSG00000128294	ME2
ENSG00000128298	ME4
ENSG00000128309	ME8
ENSG00000128311	ME5
ENSG00000128322	ME0
ENSG00000128335	ME1
ENSG00000128340	ME1
ENSG00000128342	ME21
ENSG00000128383	ME4
ENSG00000128394	ME1
ENSG00000128408	ME0
ENSG00000128422	ME0
ENSG00000128463	ME14
ENSG00000128482	ME0
ENSG00000128487	ME5
ENSG00000128510	ME1
ENSG00000128512	ME3
ENSG00000128513	ME1
ENSG00000128524	ME3
ENSG00000128534	ME1
ENSG00000128536	ME3
ENSG00000128563	ME2
ENSG00000128564	ME0
ENSG00000128567	ME0
ENSG00000128573	ME0
ENSG00000128578	ME19
ENSG00000128581	ME3
ENSG00000128585	ME1
ENSG00000128590	ME10
ENSG00000128591	ME0
ENSG00000128594	ME3
ENSG00000128595	ME13
ENSG00000128596	ME1
ENSG00000128602	ME1
ENSG00000128604	ME4
ENSG00000128606	ME0
ENSG00000128607	ME2
ENSG00000128609	ME1
ENSG00000128626	ME13
ENSG00000128641	ME11
ENSG00000128654	ME1
ENSG00000128655	ME7
ENSG00000128656	ME0
ENSG00000128683	ME1
ENSG00000128694	ME1
ENSG00000128699	ME3
ENSG00000128708	ME19
ENSG00000128731	ME0
ENSG00000128739	ME3
ENSG00000128789	ME1
ENSG00000128791	ME1
ENSG00000128805	ME3
ENSG00000128815	ME11
ENSG00000128829	ME0
ENSG00000128833	ME1
ENSG00000128849	ME0
ENSG00000128872	ME32
ENSG00000128881	ME1
ENSG00000128886	ME11
ENSG00000128891	ME7
ENSG00000128908	ME1
ENSG00000128915	ME1
ENSG00000128917	ME2
ENSG00000128918	ME0
ENSG00000128923	ME1
ENSG00000128928	ME1
ENSG00000128944	ME6
ENSG00000128951	ME6
ENSG00000128965	ME10
ENSG00000128973	ME1
ENSG00000128989	ME1
ENSG00000129003	ME1
ENSG00000129007	ME5
ENSG00000129038	ME1
ENSG00000129048	ME2
ENSG00000129055	ME0
ENSG00000129071	ME0
ENSG00000129083	ME1
ENSG00000129084	ME1
ENSG00000129103	ME1
ENSG00000129116	ME0
ENSG00000129128	ME14
ENSG00000129158	ME1
ENSG00000129159	ME1
ENSG00000129167	ME2
ENSG00000129173	ME13
ENSG00000129187	ME0
ENSG00000129194	ME1
ENSG00000129195	ME1
ENSG00000129197	ME8
ENSG00000129204	ME0
ENSG00000129214	ME1
ENSG00000129219	ME0
ENSG00000129221	ME0
ENSG00000129226	ME4
ENSG00000129235	ME27
ENSG00000129244	ME0
ENSG00000129245	ME0
ENSG00000129250	ME5
ENSG00000129255	ME8
ENSG00000129292	ME2
ENSG00000129295	ME0
ENSG00000129315	ME1
ENSG00000129317	ME1
ENSG00000129347	ME1
ENSG00000129351	ME1
ENSG00000129353	ME1
ENSG00000129354	ME15
ENSG00000129355	ME1
ENSG00000129422	ME9
ENSG00000129437	ME0
ENSG00000129450	ME4
ENSG00000129451	ME0
ENSG00000129460	ME1
ENSG00000129465	ME24
ENSG00000129467	ME1
ENSG00000129472	ME1
ENSG00000129473	ME0
ENSG00000129474	ME18
ENSG00000129480	ME1
ENSG00000129484	ME0
ENSG00000129493	ME1
ENSG00000129514	ME6
ENSG00000129515	ME18
ENSG00000129518	ME1
ENSG00000129521	ME0
ENSG00000129534	ME1
ENSG00000129535	ME0
ENSG00000129538	ME8
ENSG00000129559	ME1
ENSG00000129562	ME1
ENSG00000129566	ME1
ENSG00000129595	ME12
ENSG00000129596	ME1
ENSG00000129625	ME4
ENSG00000129636	ME27
ENSG00000129646	ME2
ENSG00000129654	ME10
ENSG00000129657	ME1
ENSG00000129667	ME17
ENSG00000129673	ME0
ENSG00000129675	ME1
ENSG00000129680	ME0
ENSG00000129682	ME35
ENSG00000129691	ME1
ENSG00000129696	ME2
ENSG00000129749	ME0
ENSG00000129757	ME4
ENSG00000129810	ME13
ENSG00000129824	ME25
ENSG00000129910	ME0
ENSG00000129911	ME10
ENSG00000129925	ME0
ENSG00000129932	ME0
ENSG00000129933	ME2
ENSG00000129946	ME20
ENSG00000129968	ME28
ENSG00000129990	ME0
ENSG00000129993	ME36
ENSG00000130005	ME1
ENSG00000130021	ME2
ENSG00000130023	ME8
ENSG00000130024	ME2
ENSG00000130032	ME0
ENSG00000130035	ME0
ENSG00000130037	ME11
ENSG00000130038	ME2
ENSG00000130045	ME1
ENSG00000130052	ME2
ENSG00000130055	ME0
ENSG00000130066	ME4
ENSG00000130119	ME1
ENSG00000130147	ME3
ENSG00000130150	ME1
ENSG00000130158	ME0
ENSG00000130159	ME0
ENSG00000130164	ME27
ENSG00000130165	ME1
ENSG00000130175	ME0
ENSG00000130176	ME1
ENSG00000130177	ME1
ENSG00000130182	ME0
ENSG00000130193	ME1
ENSG00000130202	ME4
ENSG00000130203	ME1
ENSG00000130204	ME0
ENSG00000130208	ME3
ENSG00000130222	ME6
ENSG00000130226	ME0
ENSG00000130227	ME0
ENSG00000130244	ME3
ENSG00000130254	ME1
ENSG00000130255	ME8
ENSG00000130270	ME1
ENSG00000130287	ME0
ENSG00000130294	ME0
ENSG00000130299	ME3
ENSG00000130300	ME0
ENSG00000130303	ME5
ENSG00000130304	ME0
ENSG00000130305	ME1
ENSG00000130307	ME0
ENSG00000130309	ME36
ENSG00000130311	ME1
ENSG00000130312	ME1
ENSG00000130313	ME5
ENSG00000130332	ME22
ENSG00000130338	ME1
ENSG00000130340	ME1
ENSG00000130347	ME1
ENSG00000130348	ME11
ENSG00000130349	ME2
ENSG00000130363	ME2
ENSG00000130368	ME0
ENSG00000130382	ME2
ENSG00000130383	ME1
ENSG00000130396	ME1
ENSG00000130402	ME5
ENSG00000130413	ME0
ENSG00000130414	ME0
ENSG00000130429	ME5
ENSG00000130449	ME4
ENSG00000130475	ME1
ENSG00000130477	ME0
ENSG00000130479	ME3
ENSG00000130487	ME18
ENSG00000130489	ME4
ENSG00000130508	ME0
ENSG00000130511	ME5
ENSG00000130513	ME3
ENSG00000130517	ME5
ENSG00000130518	ME29
ENSG00000130520	ME1
ENSG00000130522	ME10
ENSG00000130529	ME4
ENSG00000130544	ME1
ENSG00000130545	ME0
ENSG00000130558	ME0
ENSG00000130559	ME3
ENSG00000130560	ME0
ENSG00000130561	ME2
ENSG00000130584	ME3
ENSG00000130589	ME38
ENSG00000130590	ME1
ENSG00000130592	ME5
ENSG00000130595	ME1
ENSG00000130598	ME3
ENSG00000130600	ME4
ENSG00000130635	ME0
ENSG00000130638	ME1
ENSG00000130640	ME1
ENSG00000130643	ME20
ENSG00000130649	ME0
ENSG00000130653	ME1
ENSG00000130669	ME0
ENSG00000130684	ME4
ENSG00000130695	ME36
ENSG00000130699	ME0
ENSG00000130702	ME11
ENSG00000130703	ME1
ENSG00000130706	ME32
ENSG00000130707	ME7
ENSG00000130711	ME0
ENSG00000130713	ME5
ENSG00000130714	ME8
ENSG00000130717	ME0
ENSG00000130720	ME0
ENSG00000130723	ME1
ENSG00000130724	ME4
ENSG00000130725	ME5
ENSG00000130726	ME10
ENSG00000130731	ME1
ENSG00000130733	ME0
ENSG00000130734	ME1
ENSG00000130741	ME1
ENSG00000130748	ME28
ENSG00000130749	ME1
ENSG00000130751	ME1
ENSG00000130755	ME5
ENSG00000130758	ME1
ENSG00000130764	ME1
ENSG00000130766	ME6
ENSG00000130768	ME13
ENSG00000130770	ME1
ENSG00000130772	ME0
ENSG00000130775	ME4
ENSG00000130779	ME1
ENSG00000130783	ME1
ENSG00000130787	ME1
ENSG00000130803	ME1
ENSG00000130810	ME1
ENSG00000130811	ME11
ENSG00000130812	ME3
ENSG00000130813	ME18
ENSG00000130816	ME0
ENSG00000130818	ME1
ENSG00000130821	ME3
ENSG00000130822	ME3
ENSG00000130826	ME1
ENSG00000130827	ME3
ENSG00000130829	ME0
ENSG00000130830	ME3
ENSG00000130844	ME6
ENSG00000130856	ME1
ENSG00000130876	ME0
ENSG00000130881	ME4
ENSG00000130921	ME5
ENSG00000130935	ME2
ENSG00000130939	ME2
ENSG00000130940	ME1
ENSG00000130943	ME0
ENSG00000130956	ME5
ENSG00000130958	ME2
ENSG00000130962	ME0
ENSG00000130985	ME2
ENSG00000130988	ME2
ENSG00000130997	ME0
ENSG00000131007	ME0
ENSG00000131013	ME1
ENSG00000131015	ME6
ENSG00000131016	ME1
ENSG00000131018	ME3
ENSG00000131019	ME9
ENSG00000131023	ME1
ENSG00000131037	ME0
ENSG00000131042	ME4
ENSG00000131043	ME1
ENSG00000131044	ME0
ENSG00000131051	ME1
